# PA_bin	RadialBinCenter[kpc]	PA[deg]	RM[rad/m^2]
7	195.00	232.8780	69.9379
7	195.00	238.6380	41.9645
7	195.00	230.8010	23.8050
7	195.00	239.6682	44.3778
7	195.00	245.4455	51.9992
7	195.00	237.1974	103.6439
7	195.00	237.5872	80.2885
7	195.00	246.7212	28.6694
7	195.00	220.9219	51.5634
7	195.00	235.6306	105.6902
7	195.00	217.7398	12.1965
7	195.00	231.8386	78.2693
7	195.00	219.1641	47.6572
7	195.00	223.2133	75.0449
7	195.00	224.1956	74.5796
7	195.00	252.2708	-5.6085
7	195.00	249.2754	36.0644
7	195.00	211.0418	5.9875
7	195.00	220.8428	76.8497
7	195.00	231.3348	115.3766
7	195.00	253.5494	14.0563
7	195.00	234.5280	98.6741
7	195.00	233.6608	108.0696
7	195.00	231.6271	120.0849
7	195.00	251.3737	49.8869
7	195.00	226.3781	98.8453
7	195.00	226.3690	108.1774
7	195.00	247.7688	63.3851
7	195.00	212.3160	96.3532
7	195.00	243.7304	5.5101
7	195.00	213.6261	5.1941
7	195.00	240.1711	86.2379
7	195.00	222.0342	69.2012
7	195.00	203.0320	36.9191
7	195.00	259.7182	10.7000
7	195.00	213.7382	15.4487
7	195.00	199.2864	26.8721
7	195.00	262.9799	9.9000
7	195.00	201.6430	30.8073
7	195.00	263.0461	4.5000
7	195.00	263.6155	4.3000
7	195.00	205.0445	4.2113
7	195.00	205.6544	-2.2722
7	195.00	264.0900	43.5000
7	195.00	194.8638	30.9881
7	195.00	263.2700	56.8000
7	195.00	198.8395	29.4067
7	195.00	188.7547	16.0410
7	195.00	274.5560	-11.7676
7	195.00	278.4585	20.0010
7	195.00	272.4034	51.8000
7	195.00	188.2283	29.2354
7	195.00	183.1486	-28.1157
7	195.00	277.2676	28.5823
7	195.00	182.4232	-22.9670
7	195.00	275.4786	38.6000
7	195.00	275.5592	49.1000
7	195.00	187.5187	-3.7011
7	195.00	181.3094	-55.2269
7	195.00	185.8228	6.5232
7	195.00	182.7207	-5.4018
7	195.00	181.0548	-22.7662
7	195.00	178.1619	-34.0268
7	195.00	287.1795	48.3908
7	195.00	285.3564	27.2402
7	195.00	181.6295	-5.3504
7	195.00	285.3380	69.1013
7	195.00	178.4583	-25.4000
8	225.00	292.1467	53.4000
8	225.00	292.1286	49.4000
8	225.00	171.5351	-72.6044
8	225.00	291.5393	54.8000
8	225.00	168.2301	-66.4603
8	225.00	169.8802	-62.1501
8	225.00	294.7009	73.2000
8	225.00	297.8098	69.1000
8	225.00	166.9984	-91.5479
8	225.00	164.2658	-55.8672
8	225.00	162.5991	-24.5548
8	225.00	163.8978	-17.7588
8	225.00	302.7161	-87.7000
8	225.00	159.2899	-49.9823
8	225.00	158.2847	-42.3749
8	225.00	158.2618	-41.6693
8	225.00	306.5333	27.8000
8	225.00	156.4047	-55.6878
8	225.00	307.9259	-31.3000
8	225.00	154.0931	-23.3603
8	225.00	154.0065	-39.4914
8	225.00	152.9652	-76.7271
8	225.00	150.7094	-13.5564
8	225.00	313.5072	10.5000
8	225.00	313.5523	59.6000
8	225.00	148.3145	-23.5988
8	225.00	146.7777	-5.7742
8	225.00	146.7594	-14.8795
8	225.00	146.1563	-27.6566
8	225.00	146.2438	-17.7117
8	225.00	144.9112	3.2704
8	225.00	144.1119	-13.1138
8	225.00	143.5203	-6.6551
8	225.00	143.3067	-23.3155
8	225.00	142.8455	-17.2175
8	225.00	321.8079	96.4634
8	225.00	322.0146	49.2033
8	225.00	140.2657	-16.3726
8	225.00	140.0352	-7.7190
8	225.00	139.6991	-75.8316
8	225.00	139.4689	0.5506
8	225.00	139.5075	-11.1526
8	225.00	138.9413	-14.3412
8	225.00	138.8978	-2.3516
8	225.00	139.0285	-3.7575
8	225.00	139.0219	-9.2593
8	225.00	328.1968	84.2292
8	225.00	135.0991	-39.4142
8	225.00	134.9603	-1.1869
8	225.00	133.9745	10.1487
8	225.00	133.3764	37.9049
8	225.00	332.1300	-57.5461
8	225.00	332.5603	40.0747
8	225.00	131.6265	-83.2262
8	225.00	336.1947	19.8289
8	225.00	128.4392	-49.7816
8	225.00	127.4420	-6.5332
8	225.00	127.1962	-5.5131
8	225.00	127.1846	-17.0037
8	225.00	125.1743	-7.1535
8	225.00	123.9323	-2.8928
8	225.00	123.7889	-0.9690
8	225.00	124.5907	-8.8464
8	225.00	124.6341	-19.9526
8	225.00	341.9461	8.9381
8	225.00	343.1315	117.7549
8	225.00	122.8075	-36.7205
8	225.00	122.7656	-19.3348
8	225.00	343.2659	169.6136
8	225.00	121.3553	-38.9356
8	225.00	343.0006	172.3294
8	225.00	343.9483	158.5780
8	225.00	118.4340	-35.5416
8	225.00	119.4966	11.9527
8	225.00	117.0431	-7.7646
8	225.00	349.7792	3.2026
8	225.00	116.6011	-20.8683
8	225.00	113.9765	-20.0471
8	225.00	350.9121	195.9524
8	225.00	112.4122	-3.5987
8	225.00	112.3234	-5.2312
8	225.00	354.9475	-68.6285
8	225.00	108.0415	-9.2484
8	225.00	110.0949	-0.8416
8	225.00	355.2954	221.3020
8	225.00	107.7183	119.0218
8	225.00	107.9949	-3.7593
8	225.00	105.5892	1.4080
8	225.00	105.6215	9.5151
8	225.00	102.7266	4.8283
8	225.00	102.6638	16.7137
8	225.00	101.2078	6.7684
8	225.00	102.4282	76.1044
8	225.00	103.3444	21.1015
8	225.00	6.2617	-24.0000
8	225.00	100.7384	10.2324
8	225.00	95.8287	7.1725
8	225.00	100.4309	2.4138
8	225.00	4.3875	-34.1000
8	225.00	96.9165	27.6945
8	225.00	5.3659	-37.5000
8	225.00	95.0735	-14.4047
8	225.00	5.4212	-22.9000
8	225.00	95.0930	-2.8508
8	225.00	97.0849	8.3530
8	225.00	97.4717	-1.9202
8	225.00	98.0538	36.5863
8	225.00	96.4943	25.3959
8	225.00	13.1227	12.3000
8	225.00	94.2394	15.3632
8	225.00	10.8405	-88.4000
8	225.00	87.8777	13.3155
8	225.00	87.6283	30.6566
8	225.00	85.6705	55.4621
8	225.00	86.4653	29.5878
8	225.00	88.3510	21.9278
8	225.00	81.6569	43.6890
8	225.00	88.3611	18.0336
8	225.00	87.5643	37.9109
8	225.00	81.4835	39.4423
8	225.00	85.6080	33.8381
8	225.00	86.3938	31.2815
8	225.00	78.5018	-32.7746
8	225.00	80.7724	-7.6371
8	225.00	80.2056	-26.7485
8	225.00	69.3011	-13.6310
8	225.00	77.5102	-40.4952
8	225.00	77.7895	-16.1735
8	225.00	33.3726	61.4979
8	225.00	65.2180	-18.7819
8	225.00	75.1437	10.2863
8	225.00	78.2669	-29.4921
8	225.00	57.5508	-56.3094
8	225.00	48.9775	5.1733
8	225.00	77.0945	-12.8728
8	225.00	54.1469	23.2043
8	225.00	69.5863	-44.9578
8	225.00	42.7302	-88.4720
8	225.00	57.1120	-34.0279
8	225.00	37.3490	-96.0846
8	225.00	43.5948	-94.4163
8	225.00	64.5645	-11.2727
8	225.00	59.8896	-54.4253
8	225.00	42.8666	-14.7998
8	225.00	67.9145	-19.5673
8	225.00	59.0204	-13.3762
8	225.00	63.7254	-22.1654
8	225.00	50.9639	-4.6569
8	225.00	46.9600	-28.3000
8	225.00	64.8111	6.0798
8	225.00	48.3663	-42.3000
8	225.00	239.3627	35.2360
8	225.00	229.8610	116.6786
8	225.00	245.4459	32.0653
8	225.00	244.6737	44.7336
8	225.00	217.6679	33.1414
8	225.00	238.5463	34.1166
8	225.00	247.4147	59.0473
8	225.00	235.1358	80.5312
8	225.00	231.9133	108.7673
8	225.00	223.9466	87.0507
8	225.00	231.5519	105.9131
8	225.00	229.1751	113.6717
8	225.00	223.5644	76.4540
8	225.00	235.2976	71.8114
8	225.00	246.2631	52.3533
8	225.00	213.4566	-6.6492
8	225.00	220.4631	34.7240
8	225.00	250.7605	42.3861
8	225.00	211.9478	5.0632
8	225.00	221.5163	27.1510
8	225.00	250.3233	50.7162
8	225.00	232.7749	67.5068
8	225.00	250.1774	46.1892
8	225.00	222.2860	62.3503
8	225.00	227.1349	92.6392
8	225.00	246.5667	35.9823
8	225.00	211.8678	36.1137
8	225.00	231.2158	97.9012
8	225.00	244.9360	21.6149
8	225.00	259.5585	-24.0692
8	225.00	207.5963	5.2443
8	225.00	220.9024	58.6371
8	225.00	209.0062	19.3129
8	225.00	258.3425	25.2936
8	225.00	257.1454	20.6365
8	225.00	257.1962	21.0050
8	225.00	212.7795	11.4370
8	225.00	211.6586	-17.3058
8	225.00	257.9798	19.3333
8	225.00	212.6781	20.7132
8	225.00	213.3517	42.5716
8	225.00	254.7803	5.1273
8	225.00	258.2033	-12.4000
8	225.00	251.8100	26.3382
8	225.00	209.2041	-31.6662
8	225.00	259.8342	28.3143
8	225.00	209.9497	-28.4524
8	225.00	201.7582	21.5592
8	225.00	198.7536	16.5194
8	225.00	210.2681	-10.3090
8	225.00	203.1802	21.1756
8	225.00	257.2375	-1.0746
8	225.00	258.4822	48.2272
8	225.00	266.2006	-5.4016
8	225.00	199.7255	50.9790
8	225.00	199.7146	34.3550
8	225.00	202.7274	13.0572
8	225.00	196.6081	30.6458
8	225.00	196.5639	-14.7665
8	225.00	197.1854	23.4140
8	225.00	263.3054	-6.3000
8	225.00	193.9034	38.1267
8	225.00	270.7587	18.6157
8	225.00	187.0358	-46.4632
8	225.00	271.0516	38.1134
8	225.00	278.1938	-30.1280
8	225.00	185.8855	-54.1388
8	225.00	184.3841	-64.7917
8	225.00	183.7277	-52.7642
8	225.00	181.2036	-67.4039
8	225.00	185.1960	-16.7430
8	225.00	178.8405	-76.9600
8	225.00	179.3847	-75.3163
8	225.00	286.5952	177.5272
8	225.00	283.7342	75.4384
8	225.00	177.6975	-29.1940
8	225.00	179.3759	-60.1659
8	225.00	177.2767	-40.4986
8	225.00	285.1704	91.3443
8	225.00	173.7597	-16.9749
8	225.00	176.2215	-36.9748
8	225.00	174.7137	-27.6367
8	225.00	174.6678	-31.3060
8	225.00	172.3103	-62.2838
8	225.00	173.5017	-34.7856
8	225.00	173.4869	-26.6761
8	225.00	171.8270	-42.2457
9	255.00	168.8135	-39.0000
9	255.00	169.6511	-79.9379
9	255.00	165.4001	-45.0591
9	255.00	163.8095	-57.9712
9	255.00	163.5850	-60.7507
9	255.00	164.0832	-70.2924
9	255.00	160.4376	-44.1589
9	255.00	158.8470	-17.4678
9	255.00	159.3132	-16.1452
9	255.00	158.0177	-26.5876
9	255.00	157.2732	5.8311
9	255.00	156.1479	-22.8791
9	255.00	155.7163	-19.9748
9	255.00	155.6986	-9.1697
9	255.00	155.8690	-36.1302
9	255.00	154.7904	6.4342
9	255.00	154.7434	-37.6792
9	255.00	154.7972	-32.0932
9	255.00	153.0501	8.4525
9	255.00	153.0659	-12.2307
9	255.00	152.5723	-21.4508
9	255.00	152.3553	-4.8396
9	255.00	152.3983	-2.4465
9	255.00	151.3012	-21.1831
9	255.00	151.0523	-12.3821
9	255.00	146.9609	1.8431
9	255.00	146.8439	0.0745
9	255.00	146.8013	22.1517
9	255.00	145.4591	9.7204
9	255.00	145.5060	0.6146
9	255.00	145.3344	64.9419
9	255.00	144.5185	-21.4475
9	255.00	144.2486	-12.8159
9	255.00	142.1539	-17.7935
9	255.00	141.8779	-10.8680
9	255.00	141.8230	0.4096
9	255.00	141.2848	-13.4334
9	255.00	141.1657	-28.6543
9	255.00	140.3806	-13.5000
9	255.00	138.5930	-54.1929
9	255.00	138.5670	-49.5003
9	255.00	138.5124	-14.0044
9	255.00	137.9947	-17.6820
9	255.00	134.5975	1.2817
9	255.00	134.1509	-8.3903
9	255.00	133.6782	-9.3588
9	255.00	127.9830	-13.3606
9	255.00	127.2111	-7.9684
9	255.00	126.9916	0.9930
9	255.00	123.8372	-3.1325
9	255.00	123.5083	-11.1945
9	255.00	121.3428	-14.9572
9	255.00	121.1111	-1.4696
9	255.00	121.7027	4.7582
9	255.00	120.7888	14.5904
9	255.00	118.9897	8.0096
9	255.00	117.6875	-5.6325
9	255.00	115.8858	-0.3445
9	255.00	352.5651	243.7408
9	255.00	112.2500	21.1157
9	255.00	112.9810	-56.0014
9	255.00	110.6003	12.4165
9	255.00	110.0358	-26.3095
9	255.00	111.3231	35.7301
9	255.00	354.4961	215.5597
9	255.00	110.4163	18.0945
9	255.00	107.0398	19.0250
9	255.00	106.0463	34.4000
9	255.00	104.9461	12.1715
9	255.00	104.5661	24.7628
9	255.00	103.7609	27.7826
9	255.00	101.8110	20.9267
9	255.00	102.3010	38.8193
9	255.00	98.6728	40.1107
9	255.00	8.2860	-50.8000
9	255.00	97.5008	23.2936
9	255.00	99.1068	23.4376
9	255.00	95.8654	22.4175
9	255.00	95.8730	20.6896
9	255.00	97.8612	46.2355
9	255.00	98.0241	8.2730
9	255.00	7.0128	10.6835
9	255.00	96.3082	23.6917
9	255.00	92.4183	-12.1220
9	255.00	93.9469	-3.3274
9	255.00	94.7059	23.7494
9	255.00	94.6413	15.5818
9	255.00	89.6931	-3.7632
9	255.00	16.3917	40.7613
9	255.00	91.0225	-8.1142
9	255.00	90.2883	-16.8599
9	255.00	16.1953	-25.3072
9	255.00	84.2795	20.6793
9	255.00	17.9032	-5.9490
9	255.00	16.7407	49.2412
9	255.00	81.8713	31.7700
9	255.00	87.0101	-57.3532
9	255.00	84.7648	22.9343
9	255.00	76.5266	-14.1548
9	255.00	83.0711	58.7418
9	255.00	76.7645	-49.4417
9	255.00	81.1753	17.6952
9	255.00	25.0085	-16.7163
9	255.00	25.0015	-18.7847
9	255.00	76.2970	-9.1591
9	255.00	37.1900	-89.7254
9	255.00	34.1325	-56.5448
9	255.00	76.9855	-46.2720
9	255.00	65.3411	-7.9537
9	255.00	27.4509	-27.3212
9	255.00	77.5181	-2.2829
9	255.00	78.0218	6.1666
9	255.00	29.3689	4.1819
9	255.00	55.8466	23.5288
9	255.00	74.8146	-55.5457
9	255.00	71.4976	-44.4553
9	255.00	65.4826	-26.8090
9	255.00	69.7449	-62.9187
9	255.00	52.9720	117.3166
9	255.00	57.0432	9.9249
9	255.00	72.0655	-59.3835
9	255.00	55.7253	5.2307
9	255.00	54.6602	28.8258
9	255.00	54.7151	8.8251
9	255.00	45.1107	-46.1680
9	255.00	55.4535	5.2336
9	255.00	56.3943	-11.1214
9	255.00	69.4295	-38.9867
9	255.00	65.7815	-5.3662
9	255.00	50.0868	12.6000
9	255.00	70.5332	-60.7016
9	255.00	58.3344	-12.1180
9	255.00	56.5884	10.6655
9	255.00	44.6636	-59.6139
9	255.00	38.2979	-71.4818
9	255.00	38.2907	-81.6278
9	255.00	64.4266	-6.0692
9	255.00	64.4800	-8.7562
9	255.00	63.7915	-29.5351
9	255.00	52.8318	-20.2830
9	255.00	62.9057	-36.7871
9	255.00	48.0676	-65.8489
9	255.00	50.8181	-46.6000
9	255.00	55.3934	-31.4710
9	255.00	55.6313	-15.1282
9	255.00	55.5956	-8.5045
9	255.00	55.6210	-59.0259
9	255.00	52.6717	-24.2793
9	255.00	53.4652	-14.9827
9	255.00	230.0064	78.4698
9	255.00	233.7336	49.7850
9	255.00	222.3663	57.6373
9	255.00	240.5810	-1.4706
9	255.00	220.6487	66.7191
9	255.00	230.0508	55.6594
9	255.00	219.4759	119.0908
9	255.00	230.1297	42.5556
9	255.00	248.4385	-2.8077
9	255.00	232.4651	24.0859
9	255.00	221.8264	66.2638
9	255.00	243.2701	10.1961
9	255.00	218.9151	77.7491
9	255.00	218.8291	74.7766
9	255.00	218.7940	85.7464
9	255.00	230.1793	133.4736
9	255.00	214.8115	210.8682
9	255.00	251.2161	1.8127
9	255.00	225.1936	97.3072
9	255.00	224.7874	106.1301
9	255.00	238.0764	39.5247
9	255.00	222.6562	89.0051
9	255.00	252.1937	5.6964
9	255.00	213.6716	84.7606
9	255.00	233.3943	52.2058
9	255.00	251.9201	13.6562
9	255.00	214.2116	45.3759
9	255.00	213.6487	55.4261
9	255.00	246.7944	38.2222
9	255.00	208.6037	40.2584
9	255.00	249.8445	36.3956
9	255.00	245.2132	-4.2578
9	255.00	206.7986	31.9250
9	255.00	206.7621	44.6858
9	255.00	248.9908	52.8342
9	255.00	209.3577	23.0389
9	255.00	213.5944	35.5316
9	255.00	256.8116	-33.0209
9	255.00	259.6569	10.5000
9	255.00	204.1013	1.4108
9	255.00	204.3534	28.1401
9	255.00	206.2116	20.2601
9	255.00	258.5788	-3.7000
9	255.00	260.7424	-5.9000
9	255.00	262.5792	28.0000
9	255.00	200.8567	-3.9508
9	255.00	255.7060	29.9787
9	255.00	208.9790	33.7402
9	255.00	209.9316	21.3596
9	255.00	202.9897	-9.6840
9	255.00	203.6881	1.5732
9	255.00	207.8686	11.8300
9	255.00	199.0951	-11.4866
9	255.00	200.6710	-28.2933
9	255.00	261.9186	-8.7000
9	255.00	200.2127	-4.2383
9	255.00	202.5905	23.1037
9	255.00	198.9536	26.7178
9	255.00	192.3443	-44.5012
9	255.00	194.6703	45.8051
9	255.00	192.2935	-73.7235
9	255.00	196.3348	-6.6582
9	255.00	271.5143	25.9000
9	255.00	266.9799	-4.1000
9	255.00	193.2760	-92.5205
9	255.00	195.6396	66.5128
9	255.00	189.6347	-20.3232
9	255.00	192.0299	-73.3652
9	255.00	194.2396	159.3361
9	255.00	187.4169	-22.9732
9	255.00	191.0541	-63.8662
9	255.00	274.9358	-40.5944
9	255.00	188.7911	-90.8406
9	255.00	186.2796	-8.9659
9	255.00	274.9337	-26.4602
9	255.00	279.4801	29.9941
9	255.00	181.0629	-3.7884
9	255.00	185.3298	-88.2355
9	255.00	182.8039	-73.5512
9	255.00	180.0020	-39.0998
9	255.00	177.1484	-23.5976
9	255.00	177.0953	-24.0481
9	255.00	172.5136	-45.9845
9	255.00	173.1283	-52.2329
9	255.00	172.5249	-41.5704
9	255.00	169.7034	-35.5229
9	255.00	171.2427	-45.8876
10	285.00	166.7318	-42.9530
10	285.00	166.3822	-52.9079
10	285.00	166.3599	-44.5060
10	285.00	166.3538	-33.4250
10	285.00	161.4748	-32.3892
10	285.00	161.4311	-23.2224
10	285.00	159.8597	-24.5032
10	285.00	157.0219	-27.4993
10	285.00	155.7273	-18.1057
10	285.00	155.6618	-23.7671
10	285.00	155.4094	-25.3963
10	285.00	152.9831	-11.1268
10	285.00	150.5719	-4.2290
10	285.00	150.0965	-1.6091
10	285.00	149.6026	1.1732
10	285.00	145.6774	9.5330
10	285.00	145.0332	16.8448
10	285.00	144.2711	8.1369
10	285.00	143.9860	6.3652
10	285.00	143.9837	5.9758
10	285.00	143.4974	-2.6017
10	285.00	142.9735	8.5474
10	285.00	141.1357	9.7281
10	285.00	140.2145	8.6256
10	285.00	139.6181	17.1037
10	285.00	139.5619	2.9454
10	285.00	139.0397	13.9571
10	285.00	138.9418	7.1463
10	285.00	138.6759	-4.3571
10	285.00	138.2801	5.3706
10	285.00	138.3930	18.2624
10	285.00	137.5075	5.6508
10	285.00	137.2214	13.7905
10	285.00	136.4838	-11.5033
10	285.00	136.0053	-12.3046
10	285.00	135.9840	-9.3114
10	285.00	133.7305	-18.4444
10	285.00	133.0860	-17.2362
10	285.00	132.8417	-17.5356
10	285.00	132.6336	14.8433
10	285.00	131.2572	-26.1392
10	285.00	131.2143	-9.5276
10	285.00	125.6028	-39.0496
10	285.00	125.0241	33.7171
10	285.00	124.7925	-17.3224
10	285.00	123.4475	-9.0080
10	285.00	121.6018	-8.8792
10	285.00	121.9269	-37.9644
10	285.00	119.8148	-11.6796
10	285.00	118.6997	32.3107
10	285.00	118.2348	39.2151
10	285.00	119.6691	28.3671
10	285.00	116.9781	-0.6833
10	285.00	117.9804	-28.4696
10	285.00	115.8450	23.6764
10	285.00	115.8027	-12.6914
10	285.00	114.9783	2.4239
10	285.00	113.9494	6.2794
10	285.00	113.2492	4.2700
10	285.00	110.3464	15.4035
10	285.00	111.1346	-9.5522
10	285.00	109.9404	-0.0718
10	285.00	108.5067	35.4033
10	285.00	108.3164	48.0762
10	285.00	104.8502	23.7529
10	285.00	106.9259	16.1821
10	285.00	105.5256	23.6081
10	285.00	101.7894	51.8082
10	285.00	102.8890	21.7146
10	285.00	102.5426	45.9684
10	285.00	102.5018	30.4899
10	285.00	103.7068	-21.9392
10	285.00	100.4010	13.1294
10	285.00	100.6349	22.5776
10	285.00	99.3471	11.6499
10	285.00	100.2458	4.1237
10	285.00	97.8483	22.7662
10	285.00	102.0720	32.7461
10	285.00	101.2708	45.6761
10	285.00	96.5830	8.1051
10	285.00	96.5621	8.8006
10	285.00	9.4616	-130.3089
10	285.00	94.2056	-1.1900
10	285.00	93.8402	2.7571
10	285.00	94.9440	12.6137
10	285.00	95.7781	-2.0450
10	285.00	94.5536	-8.9147
10	285.00	89.9098	-21.2339
10	285.00	91.7481	-11.6635
10	285.00	91.8167	-19.3924
10	285.00	92.4526	-19.1118
10	285.00	87.2728	-48.1631
10	285.00	91.6594	46.6993
10	285.00	84.9939	18.9539
10	285.00	19.1630	-30.1423
10	285.00	80.2810	-0.5595
10	285.00	83.7723	6.6162
10	285.00	83.6400	-6.9060
10	285.00	20.5383	-34.5025
10	285.00	78.9329	-0.6451
10	285.00	20.3430	-11.8359
10	285.00	81.4660	44.1694
10	285.00	75.7979	-48.7909
10	285.00	25.8932	17.3980
10	285.00	79.5026	15.4477
10	285.00	23.3484	-13.9174
10	285.00	79.4855	18.7233
10	285.00	23.4117	-1.7520
10	285.00	79.3133	3.8366
10	285.00	80.6742	1.7962
10	285.00	27.2256	-10.8668
10	285.00	78.7274	2.1759
10	285.00	80.1322	1.4591
10	285.00	79.3406	-24.7127
10	285.00	71.1329	-67.7264
10	285.00	75.0190	-39.6569
10	285.00	79.9730	-8.1293
10	285.00	28.3336	-14.3305
10	285.00	65.4411	3.1290
10	285.00	65.4039	3.2517
10	285.00	64.2848	-28.1399
10	285.00	26.3910	22.6614
10	285.00	68.3709	-25.9611
10	285.00	68.3940	-28.1739
10	285.00	33.6027	-14.0446
10	285.00	70.4239	-48.6627
10	285.00	34.0628	-40.5497
10	285.00	62.9546	-31.6828
10	285.00	57.3237	12.3022
10	285.00	74.1396	-45.5368
10	285.00	60.6641	8.4416
10	285.00	74.9885	14.6339
10	285.00	73.9616	-45.0862
10	285.00	68.3268	-37.2613
10	285.00	33.0774	-8.9972
10	285.00	33.1295	-11.9714
10	285.00	30.2354	12.4950
10	285.00	72.1561	-11.7495
10	285.00	67.1648	-8.8609
10	285.00	31.3122	-32.8433
10	285.00	31.3363	-19.5647
10	285.00	37.9565	-24.5693
10	285.00	56.3164	31.3477
10	285.00	45.2808	-48.5820
10	285.00	37.2125	-49.0471
10	285.00	65.3854	9.4660
10	285.00	63.2226	-12.9261
10	285.00	51.0206	6.3893
10	285.00	64.5318	-8.8992
10	285.00	54.7485	-13.6131
10	285.00	60.0084	-30.3745
10	285.00	61.6525	-59.9487
10	285.00	65.8786	23.6948
10	285.00	37.9675	-29.7272
10	285.00	38.0152	-23.1462
10	285.00	46.0134	-13.1718
10	285.00	45.9736	1.8247
10	285.00	52.6302	6.2858
10	285.00	233.4515	49.7880
10	285.00	222.4611	0.8164
10	285.00	235.7403	34.2644
10	285.00	226.8014	9.6263
10	285.00	221.1156	-58.3487
10	285.00	244.3191	12.4987
10	285.00	231.6350	84.4277
10	285.00	224.2571	5.8336
10	285.00	235.1165	3.9415
10	285.00	236.5925	46.7688
10	285.00	244.8486	3.1358
10	285.00	228.0955	71.7177
10	285.00	218.3842	-34.6328
10	285.00	235.0559	23.2053
10	285.00	233.7289	39.1491
10	285.00	230.1439	88.3589
10	285.00	215.7555	15.9415
10	285.00	224.0756	30.6000
10	285.00	217.4105	-13.1903
10	285.00	231.7603	24.8423
10	285.00	239.7696	8.3280
10	285.00	244.1295	6.5522
10	285.00	212.5595	-1.7562
10	285.00	208.7983	14.2546
10	285.00	248.1801	3.1841
10	285.00	254.2186	16.7062
10	285.00	245.9508	18.5851
10	285.00	250.4896	-12.4781
10	285.00	213.3194	-28.8227
10	285.00	244.7328	2.8736
10	285.00	216.0595	34.1037
10	285.00	211.8205	12.3771
10	285.00	257.8512	-22.5000
10	285.00	259.7386	-11.7000
10	285.00	201.6057	39.1466
10	285.00	258.1316	40.1000
10	285.00	202.0038	22.9011
10	285.00	200.7351	20.2366
10	285.00	254.9985	38.6000
10	285.00	199.7586	42.2103
10	285.00	205.2544	39.2311
10	285.00	208.1475	42.4790
10	285.00	201.3486	21.7409
10	285.00	207.3895	28.2913
10	285.00	207.4143	28.6387
10	285.00	202.2392	30.4630
10	285.00	203.1146	39.7479
10	285.00	206.1383	56.8606
10	285.00	204.7309	45.2026
10	285.00	260.8483	25.3000
10	285.00	200.0431	-1.6551
10	285.00	203.0877	9.5132
10	285.00	195.6877	-55.6851
10	285.00	194.3038	-51.7930
10	285.00	264.9785	65.9000
10	285.00	192.7186	-50.1959
10	285.00	191.5504	-55.1598
10	285.00	269.9759	-22.5000
10	285.00	192.0878	-20.2325
10	285.00	192.1055	-32.0470
10	285.00	192.0024	-27.6720
10	285.00	187.4854	-20.6162
10	285.00	187.4515	-18.7729
10	285.00	186.8180	-20.3751
10	285.00	186.4031	-10.4665
10	285.00	183.7345	32.7392
10	285.00	183.9782	55.2636
10	285.00	183.8408	-21.8845
10	285.00	185.4947	-23.4506
10	285.00	184.7016	0.6528
10	285.00	182.2653	-18.4322
10	285.00	183.3761	18.9436
10	285.00	180.4096	-15.1767
10	285.00	180.9422	1.8084
10	285.00	178.5354	-9.2799
10	285.00	180.6294	-25.2118
10	285.00	180.1807	36.1532
10	285.00	178.5278	-3.8856
10	285.00	176.1858	-40.8372
10	285.00	178.0685	-10.5567
10	285.00	175.8211	26.4570
10	285.00	176.7293	4.8629
10	285.00	174.6923	-24.4717
10	285.00	173.3867	-16.7892
10	285.00	173.6435	-1.9530
10	285.00	173.1332	-43.1923
10	285.00	173.2682	-55.1209
10	285.00	172.5739	-24.1916
10	285.00	170.9359	-38.4732
10	285.00	170.7463	-24.6752
10	285.00	168.9140	-14.3152
10	285.00	167.8873	-30.2420
10	285.00	167.9841	-14.8297
10	285.00	167.1452	-522.9220
10	285.00	168.4978	-37.0552
10	285.00	168.2401	-31.4260
10	285.00	166.2626	-25.8312
10	285.00	167.2027	-25.1629
10	285.00	165.5338	-33.3000
